satisfactory_Level,last_Evaluation,number_Of_Projects,avg_Monthly_Hours,time_Spent_Company,work_Accident,left,promotion_In_Last5years,dept,salary
11950,0.1,0.77,6,310,4,0,1,0,technical,medium
11951,0.13,0.72,4,247,3,0,0,0,sales,medium
11952,0.78,0.97,4,142,3,0,0,0,sales,low
11954,0.84,0.44,5,131,5,1,0,0,support,medium
11955,0.78,0.86,4,249,5,0,1,0,sales,medium
11956,0.2,0.49,5,199,5,0,0,0,sales,low
11957,0.74,0.97,3,239,4,1,0,0,sales,medium
11959,0.66,0.46,4,204,4,0,0,0,product_mng,low
11960,0.69,0.89,3,216,4,0,0,0,technical,low
11964,0.66,1.0,4,192,2,0,0,0,sales,low
11966,0.82,0.69,5,219,3,0,0,0,IT,medium
11967,0.67,0.68,3,189,3,0,0,0,sales,low
11969,0.92,0.84,5,264,3,0,0,0,technical,medium
11970,0.42,0.51,3,190,4,0,0,0,support,low
11971,0.72,0.59,5,138,2,0,0,0,sales,low
11972,0.76,0.52,4,259,2,0,0,0,sales,low
11973,0.85,0.55,3,137,3,1,0,0,sales,low
11974,0.54,0.63,5,259,2,0,0,0,sales,medium
11975,0.56,0.63,4,271,2,1,0,0,product_mng,high
11976,0.55,0.55,4,211,4,0,0,0,sales,low
11977,0.74,0.86,3,186,3,1,0,0,sales,high
11978,0.99,0.75,3,243,3,0,0,0,support,medium
11981,0.13,1.0,4,157,5,1,0,0,technical,low
11983,0.14,0.77,4,166,5,0,0,0,sales,low
11984,0.44,0.54,2,135,3,0,1,0,support,low
11986,0.17,0.55,4,194,3,0,0,0,product_mng,low
11987,0.94,0.59,4,241,2,0,0,0,technical,low
11988,0.48,0.71,2,140,3,1,0,0,support,low
11990,0.71,0.63,3,254,3,1,0,0,sales,high
11991,0.93,0.7,5,206,4,0,0,0,accounting,low
11992,0.54,0.42,3,138,3,1,0,0,support,medium
11994,0.84,0.73,3,146,5,1,0,0,technical,high
11995,0.97,0.63,3,133,3,0,0,0,hr,low
11996,0.51,0.53,3,237,3,0,0,0,hr,medium
11998,0.43,0.5,4,121,5,1,0,0,support,medium
11999,0.66,0.72,4,137,3,0,0,0,technical,low
12000,0.68,0.61,6,236,3,0,0,0,sales,medium
12001,0.57,0.54,4,142,4,0,0,0,technical,medium
12002,0.65,0.92,4,133,3,0,0,0,marketing,medium
12003,0.96,0.9,4,246,3,0,0,0,support,low
12005,0.76,0.91,3,133,2,0,0,0,hr,medium
12006,0.5,0.56,5,185,2,0,0,0,sales,high
12007,0.85,0.92,3,188,4,0,0,0,technical,medium
12008,0.83,0.87,3,230,3,0,0,1,RandD,medium
12011,0.98,0.63,3,137,3,0,0,0,support,medium
12012,0.4,0.51,2,156,3,0,1,0,sales,medium
12013,0.79,0.84,5,245,5,0,1,0,sales,medium
12014,0.57,0.37,3,108,4,0,0,0,technical,low
12015,0.97,0.63,4,151,3,0,0,1,management,medium
12017,1.0,0.73,3,245,2,1,0,0,product_mng,low
12020,0.68,0.78,3,264,3,0,0,0,hr,low
12022,0.83,0.53,3,211,4,1,0,0,sales,low
12023,0.57,0.76,4,164,2,0,0,0,hr,low
12025,0.78,0.63,4,181,2,0,0,0,sales,medium
12029,0.74,0.37,6,200,3,0,0,0,product_mng,low
12030,0.64,0.94,3,150,2,0,0,0,technical,medium
12032,0.67,0.55,3,137,3,0,0,0,hr,medium
12033,0.33,0.95,4,280,3,0,0,0,accounting,medium
12034,0.56,0.98,3,220,3,0,0,0,technical,low
12036,0.78,0.55,3,144,2,0,0,0,RandD,low
12037,0.7,0.87,3,260,2,0,0,0,management,low
12038,0.37,0.71,6,266,5,0,0,0,IT,low
12039,0.15,0.76,5,277,4,0,0,0,marketing,low
12040,0.87,0.92,2,248,3,0,0,0,technical,low
12042,0.66,0.72,4,223,4,0,0,0,IT,low
12043,0.78,0.96,5,272,5,0,1,0,sales,low
12044,0.64,0.5,3,261,2,0,0,0,sales,low
12046,0.89,0.59,4,230,3,0,0,0,hr,medium
12047,0.5,0.67,3,246,3,0,0,0,sales,low
12048,0.9,0.67,2,229,4,0,0,0,sales,low
12049,0.98,0.88,5,203,5,1,0,0,sales,medium
12050,0.65,0.7,4,211,2,0,0,0,support,low
12051,0.91,0.38,5,279,5,0,0,0,sales,low
12052,0.99,0.72,4,136,3,0,0,0,RandD,low
12053,0.8,0.68,4,199,2,0,0,0,IT,medium
12054,0.35,0.59,3,281,2,0,0,0,technical,medium
12056,0.84,0.83,3,215,3,0,0,0,accounting,high
12059,0.95,0.73,2,187,2,0,0,0,IT,medium
12060,0.95,0.96,5,175,3,1,0,1,RandD,medium
12062,0.65,0.83,5,182,2,1,0,0,IT,low
12065,0.87,0.52,3,237,3,0,0,0,support,low
12067,0.45,0.54,2,154,3,0,1,0,marketing,low
12068,0.68,0.5,4,166,4,1,0,0,technical,medium
12069,0.58,0.63,4,271,3,0,0,0,sales,low
12070,0.73,0.68,4,227,3,0,0,0,sales,low
12071,0.7,0.52,4,255,3,0,0,0,RandD,medium
12073,0.59,0.62,4,227,4,1,0,0,technical,low
12074,0.9,0.79,3,222,6,1,0,0,technical,medium
12076,0.65,0.99,5,240,5,0,0,0,RandD,medium
12077,0.72,0.7,3,163,3,1,0,0,sales,medium
12078,0.64,0.52,5,258,10,1,0,0,management,high
12079,0.35,0.8,3,137,5,0,0,0,hr,low
12080,0.22,0.67,6,175,5,0,0,0,RandD,medium
12081,0.73,0.56,5,239,3,0,0,0,technical,low
12082,0.71,0.95,4,249,3,0,0,0,hr,low
12084,0.66,0.92,2,102,4,0,0,0,product_mng,medium
12085,0.19,0.9,5,172,2,0,0,0,support,low
12086,0.75,0.7,4,179,2,0,0,0,marketing,low
12087,0.18,0.81,5,140,4,0,0,0,sales,low
12088,0.73,0.83,4,241,3,0,0,0,IT,medium
12089,0.71,0.96,5,135,4,1,0,0,marketing,low
12091,0.49,0.98,3,224,3,0,0,0,hr,medium
12092,0.57,0.6,3,218,3,0,0,0,sales,low
12093,0.45,0.57,2,151,3,0,1,0,accounting,low
12094,0.56,0.67,4,184,3,0,0,0,marketing,low
12095,0.79,0.97,4,204,3,0,0,0,sales,medium
12096,0.65,0.8,4,164,4,0,0,0,sales,low
12097,0.59,0.87,4,191,2,0,0,0,technical,low
12098,0.49,0.57,4,146,4,0,0,0,hr,medium
12099,0.99,0.77,5,160,3,0,0,0,support,medium
12101,0.58,0.6,4,147,3,0,0,0,technical,medium
12102,0.26,0.39,3,99,4,0,0,0,IT,medium
12103,0.98,0.93,5,145,4,0,0,0,IT,low
12107,0.79,1.0,4,218,5,0,1,0,sales,low
12108,0.15,0.56,4,214,5,0,0,0,sales,high
12109,0.86,0.77,3,271,3,0,0,0,management,low
12111,0.6,0.89,3,167,4,0,0,0,RandD,medium
12112,0.72,0.55,4,145,3,0,0,0,technical,low
12113,0.93,0.56,3,266,2,0,0,0,IT,low
12114,0.92,0.68,5,177,4,0,0,0,support,medium
12115,0.77,0.95,3,246,3,0,0,0,hr,low
12117,0.44,0.38,3,197,2,0,0,0,sales,medium
12119,0.91,0.85,3,248,3,0,0,0,sales,medium
12120,0.22,0.81,5,205,4,0,0,0,RandD,low
12121,0.5,0.48,3,246,3,0,0,0,RandD,medium
12122,0.29,0.4,6,205,3,0,0,0,technical,medium
12123,0.54,0.53,4,183,3,0,0,0,IT,low
12125,0.24,0.54,6,193,4,0,0,0,support,medium
12127,0.44,0.54,2,139,3,0,1,0,support,medium
12128,0.14,0.66,5,281,4,1,0,0,accounting,medium
12129,0.49,0.89,3,213,2,0,0,0,support,low
12130,0.93,0.51,3,196,2,0,0,1,RandD,medium
12131,0.5,0.65,5,285,6,0,0,0,management,high
12132,0.97,0.6,3,162,3,0,0,0,technical,medium
12133,0.57,0.58,3,192,3,0,0,0,technical,medium
12134,0.57,0.6,4,248,4,0,0,0,IT,low
12135,0.67,0.72,4,218,2,1,0,0,sales,low
12136,0.82,0.49,5,203,6,0,0,0,technical,low
12137,0.92,0.78,3,194,3,0,0,0,technical,medium
12138,0.86,0.68,4,170,2,0,0,0,IT,low
12139,0.74,0.81,5,281,3,1,0,0,support,low
12141,0.69,0.63,4,217,3,0,0,0,technical,medium
12143,0.52,0.8,2,144,4,0,0,0,support,low
12144,0.28,0.77,3,221,3,0,0,0,sales,high
12145,0.84,0.73,5,245,3,0,0,0,sales,medium
12146,0.54,0.71,3,153,3,0,0,0,technical,low
12147,0.67,0.55,4,256,6,0,0,0,hr,low
12152,0.96,1.0,5,148,3,0,0,0,product_mng,low
12153,0.9,0.95,3,133,4,0,0,0,technical,medium
12154,0.77,0.9,4,104,5,0,0,0,product_mng,low
12155,0.7,0.88,4,245,2,0,0,0,support,low
12156,0.52,0.85,4,257,2,0,0,0,support,medium
12157,0.74,0.84,3,239,3,0,0,0,technical,low
12159,0.52,0.45,2,145,3,0,0,0,technical,low
12161,0.56,0.72,4,247,2,0,0,0,sales,medium
12162,0.72,0.86,4,137,2,0,0,0,product_mng,low
12163,0.21,0.43,2,249,3,0,0,0,marketing,low
12168,0.76,0.44,3,121,4,0,0,0,IT,low
12169,0.51,0.51,3,274,2,0,0,0,product_mng,medium
12170,0.09,0.83,6,286,4,0,1,0,hr,low
12171,0.91,0.48,3,224,3,0,0,0,technical,medium
12172,0.63,0.78,4,160,2,0,0,0,product_mng,high
12173,0.39,0.5,2,127,3,0,1,0,technical,low
12174,0.85,0.49,4,139,2,0,0,0,sales,medium
12175,0.56,0.67,3,270,2,0,0,0,sales,medium
12176,0.76,0.72,4,266,3,0,0,0,IT,medium
12177,0.77,0.96,3,232,2,1,0,0,RandD,low
12179,0.77,0.71,2,242,2,0,0,0,marketing,medium
12181,0.22,0.96,3,213,3,0,0,0,support,high
12182,0.37,0.53,2,143,3,0,1,0,support,low
12184,0.62,0.58,3,148,2,1,0,0,technical,low
12185,0.29,0.75,3,124,4,0,0,0,marketing,medium
12186,0.63,0.74,5,227,2,0,0,0,technical,low
12187,0.57,0.48,2,194,2,0,0,0,IT,low
12188,0.39,0.51,2,137,3,0,1,0,technical,low
12189,0.59,0.9,2,219,2,1,0,0,technical,medium
12190,0.8,0.91,3,246,3,0,0,0,hr,medium
12191,0.91,0.59,3,266,2,0,0,0,support,medium
12192,0.13,0.59,5,160,5,0,0,0,technical,medium
12194,0.61,0.66,2,111,3,0,0,0,technical,medium
12195,0.09,0.92,6,261,4,0,1,0,IT,medium
12197,0.79,1.0,4,229,5,1,1,0,management,medium
12198,0.23,0.68,5,244,3,0,0,0,support,low
12199,0.45,0.51,2,149,3,0,1,0,accounting,low
12200,0.96,0.87,4,213,3,0,0,0,IT,medium
12202,0.8,0.74,2,205,3,1,0,0,sales,low
12203,0.87,0.97,5,151,3,0,0,0,RandD,medium
12204,0.5,0.75,5,179,3,0,0,0,accounting,low
12205,0.96,0.99,3,148,3,0,0,0,support,medium
12207,0.97,0.95,3,257,2,0,0,0,hr,medium
12209,0.85,0.56,3,199,4,0,0,0,sales,low
12211,0.51,0.8,4,198,6,0,0,0,marketing,medium
12212,0.79,0.36,3,114,3,0,0,0,technical,high
12213,0.79,0.6,5,223,3,0,0,0,sales,low
12214,0.4,0.79,5,181,5,0,0,0,IT,medium
12217,0.67,0.99,4,247,3,1,0,0,RandD,low
12219,0.77,0.89,5,152,3,0,0,0,support,medium
12220,0.86,0.6,3,229,2,1,0,0,support,low
12221,0.59,0.75,2,273,2,0,0,0,IT,high
12224,0.69,0.76,4,257,4,0,0,0,technical,low
12225,0.74,0.98,4,160,2,0,0,0,support,low
12227,0.92,0.84,4,159,3,0,0,0,technical,low
12228,0.77,0.85,5,221,5,0,0,0,technical,low
12229,0.42,0.54,2,135,3,0,1,0,sales,medium
12230,0.5,0.75,4,239,2,0,0,0,accounting,low
12232,0.56,0.75,4,192,2,0,0,0,support,low
12233,0.38,0.48,2,134,3,0,1,0,hr,low
12234,0.55,0.87,4,200,3,0,0,0,marketing,low
12235,0.71,0.57,3,209,2,0,0,0,technical,medium
12236,0.36,0.61,4,166,4,0,0,0,technical,low
12237,0.4,0.53,2,152,3,0,1,0,product_mng,medium
12238,0.78,0.91,5,150,4,0,0,0,support,low
12240,0.93,0.48,3,147,3,0,0,0,support,low
12243,0.3,0.47,2,159,4,0,0,0,sales,medium
12244,0.64,0.95,4,199,4,0,0,0,accounting,medium
12245,0.59,0.73,3,195,2,0,0,0,RandD,medium
12246,0.98,0.51,3,157,3,0,0,0,marketing,medium
12247,0.78,0.59,4,124,3,1,0,0,RandD,high
12248,0.92,0.84,3,220,3,1,0,0,technical,high
12249,0.72,0.5,4,245,3,0,0,0,support,medium
12250,0.71,0.84,3,139,2,0,0,0,hr,low
12251,0.68,0.76,3,260,4,0,0,0,support,low
12252,0.64,0.7,5,140,4,0,0,0,support,medium
12254,0.92,0.57,3,191,3,0,0,0,support,low
12256,0.71,0.54,4,215,3,0,0,0,technical,medium
12257,0.98,0.53,3,234,3,0,0,0,sales,medium
12258,0.44,0.46,2,153,3,0,1,0,hr,low
12259,0.61,0.51,3,207,3,0,0,0,RandD,medium
12262,0.85,0.81,3,205,3,0,0,0,marketing,high
12263,0.5,0.55,3,188,2,0,0,0,product_mng,medium
12264,0.84,0.51,4,259,3,0,0,0,RandD,medium
12265,0.85,0.76,4,262,2,0,0,0,IT,low
12266,0.54,0.48,3,158,2,0,0,0,support,medium
12267,0.38,0.46,2,144,3,0,1,0,management,low
12268,0.79,0.71,4,222,3,0,0,1,hr,high
12269,0.6,0.6,4,201,3,0,0,0,RandD,high
12270,0.6,0.88,4,175,3,0,0,0,support,low
12271,0.97,0.99,3,196,3,0,0,0,product_mng,low
12272,0.09,0.9,7,289,5,0,1,0,technical,low
12273,0.53,0.57,4,250,3,1,0,0,product_mng,low
12274,0.8,0.97,4,218,5,1,1,0,support,medium
12275,0.49,0.59,5,140,3,0,0,0,support,high
12277,0.59,0.59,4,270,2,0,0,0,technical,low
12278,0.87,0.89,4,219,4,0,0,0,technical,high
12280,0.85,0.65,4,280,3,1,0,0,IT,medium
12282,0.82,0.37,2,280,3,0,0,0,accounting,medium
12283,0.79,0.5,4,151,3,1,0,0,technical,medium
12285,0.67,0.36,3,280,4,0,0,0,support,low
12286,0.81,0.77,4,239,3,0,0,0,sales,medium
12290,0.74,0.66,3,257,3,0,0,0,support,low
12291,0.32,0.5,2,143,3,0,0,0,technical,high
12294,0.74,0.72,3,213,3,0,0,0,management,low
12295,0.62,0.65,4,212,3,1,0,0,sales,medium
12300,0.66,0.87,4,139,3,0,0,0,technical,medium
12301,0.77,0.96,6,225,4,0,0,0,support,medium
12302,0.49,0.69,2,128,2,0,0,0,support,medium
12304,0.91,0.56,3,168,2,0,0,0,support,medium
12305,0.64,0.9,4,211,3,0,0,0,hr,medium
12306,0.77,0.96,5,249,6,0,1,0,technical,low
12307,0.48,0.87,3,236,2,0,0,0,IT,low
12309,0.98,0.96,5,139,3,0,0,0,support,medium
12310,0.55,0.83,5,220,3,0,0,0,hr,low
12311,0.78,0.91,3,166,2,1,0,0,product_mng,low
12313,0.9,0.49,6,175,4,0,0,0,sales,low
12314,0.85,0.81,2,223,3,1,0,0,product_mng,low
12315,0.5,0.7,3,159,3,0,0,0,hr,low
12316,0.61,0.83,3,112,4,1,0,0,technical,low
12317,0.98,0.63,3,169,2,0,0,0,marketing,low
12319,0.56,0.99,4,270,2,0,0,0,product_mng,low
12320,0.33,0.58,3,115,3,0,0,0,technical,low
12321,0.97,0.81,3,145,3,0,0,0,support,low
12322,0.12,0.84,5,230,4,0,0,0,sales,medium
12323,0.59,0.89,3,192,2,0,0,0,IT,low
12324,0.69,0.68,3,151,3,1,0,0,support,low
12326,0.58,0.79,5,262,2,0,0,0,sales,high
12327,0.52,0.8,5,209,2,0,0,0,support,low
12328,0.1,0.77,7,308,4,0,1,0,accounting,low
12331,0.87,0.74,4,265,4,0,0,0,marketing,medium
12333,0.53,0.96,4,272,2,0,0,0,support,low
12334,0.65,0.9,3,241,3,0,0,0,IT,low
12335,0.19,0.64,5,181,4,1,0,0,support,medium
12336,0.12,0.42,3,110,2,0,0,0,accounting,medium
12337,0.92,0.91,3,160,2,0,0,0,marketing,high
12339,0.09,0.87,6,266,4,0,1,0,support,medium
12341,0.18,0.52,3,213,4,0,0,0,support,high
12343,0.17,0.56,5,218,4,1,0,0,support,medium
12344,0.84,0.91,3,199,4,0,0,0,IT,medium
12345,0.84,1.0,5,250,5,0,1,0,sales,low
12347,0.56,0.96,2,269,2,0,0,0,technical,low
12348,0.6,0.68,4,264,2,1,0,0,RandD,low
12349,0.22,0.6,3,205,6,1,0,0,sales,low
12350,0.65,0.57,5,222,3,0,0,0,hr,low
12351,0.52,1.0,4,148,3,0,0,0,RandD,medium
12352,0.7,0.98,4,176,5,0,0,0,technical,low
12353,0.86,0.61,5,265,3,0,0,0,support,low
12354,0.58,0.75,4,253,2,0,0,0,sales,low
12355,0.65,0.84,3,154,3,0,0,0,support,high
12357,0.4,0.43,3,128,3,0,0,0,support,medium
12358,0.65,0.59,3,167,2,0,0,0,technical,high
12360,0.63,0.98,4,210,3,0,0,0,sales,medium
12361,0.39,0.52,2,102,8,0,0,0,technical,medium
12362,0.9,0.69,3,231,4,0,0,0,support,medium
12363,0.24,0.52,4,228,5,0,0,0,sales,medium
12364,0.76,0.74,5,132,3,0,0,0,technical,medium
12365,0.39,0.57,2,150,3,0,1,0,support,low
12366,0.69,0.97,4,264,3,0,0,0,technical,low
12375,0.98,0.66,3,199,3,0,0,0,RandD,medium
12376,0.57,0.66,4,158,2,0,0,0,sales,low
12377,0.49,0.37,4,216,4,0,0,0,technical,low
12378,0.64,0.64,4,242,3,0,0,0,sales,medium
12380,0.29,0.38,5,191,5,0,0,0,management,medium
12382,0.12,0.61,6,257,3,0,0,0,sales,medium
12383,0.52,0.62,3,160,2,0,0,0,hr,medium
12384,0.45,0.47,2,150,3,0,1,0,sales,low
12385,0.45,0.54,2,131,3,0,1,0,sales,medium
12386,0.65,0.84,4,247,4,0,0,0,accounting,high
12387,0.59,0.97,3,209,3,0,0,0,sales,high
12389,0.63,0.74,4,202,3,0,0,0,hr,low
12391,0.38,0.69,3,99,3,1,0,0,sales,high
12392,0.55,0.92,3,198,3,0,0,0,sales,low
12394,0.58,0.91,3,124,2,0,0,0,technical,medium
12395,0.69,0.75,5,201,3,0,0,0,accounting,low
12396,0.97,0.61,4,167,3,0,0,1,accounting,high
12399,0.84,0.84,3,150,4,0,0,0,sales,medium
12400,0.97,0.66,5,234,6,0,0,0,technical,low
12401,0.52,0.98,4,272,2,0,0,0,support,low
12402,0.87,0.75,3,258,3,0,0,0,technical,medium
12403,0.41,0.58,5,274,2,1,0,0,sales,medium
12406,0.79,0.64,4,263,2,0,0,0,sales,low
12407,0.59,0.53,4,216,2,0,0,0,marketing,medium
12409,0.89,0.86,3,208,3,0,0,0,support,low
12410,0.5,0.91,4,148,2,0,0,0,technical,medium
12411,0.67,0.64,4,136,3,0,0,0,technical,low
12412,0.88,0.65,4,224,2,0,0,0,hr,high
12413,0.71,0.65,4,263,2,1,0,1,technical,medium
12415,0.6,0.45,3,104,4,0,0,0,IT,low
12416,0.79,0.74,4,222,2,0,0,0,accounting,medium
12417,0.59,0.59,3,173,3,0,0,0,IT,low
12419,0.33,0.77,3,216,3,0,0,0,RandD,high
12421,0.98,0.89,5,181,3,0,0,0,product_mng,low
12422,0.61,0.47,2,149,3,0,0,0,sales,medium
12423,0.73,0.83,4,270,2,0,0,0,hr,high
12424,0.5,0.73,3,148,3,0,0,0,accounting,low
12425,0.97,0.83,4,202,3,0,0,0,sales,low
12426,0.69,0.75,3,204,3,0,0,0,sales,low
12427,0.72,0.88,3,189,3,1,0,0,management,high
12430,0.25,0.41,3,133,6,1,0,0,sales,low
12432,0.61,0.42,3,104,2,0,0,0,hr,medium
12434,0.74,0.95,4,237,3,1,0,0,marketing,medium
12435,0.21,0.9,2,239,2,0,0,0,technical,low
12436,0.87,0.74,3,209,3,0,0,0,accounting,medium
12437,0.61,0.6,4,121,2,0,0,0,sales,medium
12438,0.81,0.84,3,198,2,0,0,0,technical,low
12439,0.99,0.56,5,210,2,0,0,0,RandD,medium
12440,0.78,0.79,3,203,2,0,0,0,sales,low
12441,0.74,0.7,3,253,4,1,0,0,RandD,medium
12442,0.5,0.54,5,153,4,0,1,0,support,low
12443,0.85,0.58,4,273,4,0,0,0,IT,medium
12444,1.0,0.66,4,173,2,0,0,0,support,medium
12445,0.65,0.4,2,141,2,0,0,0,IT,low
12446,0.4,0.48,4,97,2,0,0,0,IT,low
12447,0.69,0.88,3,164,10,0,0,0,management,medium
12448,0.69,0.97,4,233,3,0,0,0,IT,low
12449,0.87,0.92,4,253,6,0,1,0,marketing,low
12450,0.89,0.74,4,174,2,0,0,0,hr,low
12452,0.85,0.39,4,239,4,0,0,0,support,low
12454,0.94,0.82,4,159,2,1,0,0,support,low
12455,0.21,0.39,2,118,4,0,0,0,sales,medium
12456,0.78,0.6,2,206,2,0,0,0,marketing,low
12457,0.81,1.0,4,241,5,0,1,0,hr,low
12460,0.91,0.5,3,276,4,0,0,0,support,low
12461,0.58,0.84,5,228,3,0,0,0,product_mng,medium
12462,0.37,0.71,2,139,4,0,0,0,RandD,high
12463,0.84,0.8,3,151,3,1,0,0,RandD,low
12464,0.46,0.54,2,138,3,0,1,0,product_mng,medium
12466,0.56,0.59,5,209,2,1,0,0,hr,high
12467,0.64,0.53,3,216,3,0,0,0,accounting,high
12470,0.95,0.58,5,133,3,0,0,0,technical,low
12471,0.74,0.62,4,272,2,0,0,0,support,low
12472,0.11,0.87,6,301,4,0,1,0,accounting,low
12474,0.76,0.59,3,191,4,0,0,0,marketing,medium
12475,0.18,0.84,4,231,5,0,0,0,sales,low
12477,0.16,0.7,6,246,4,0,0,0,support,medium
12478,0.53,0.83,3,267,4,0,0,0,technical,medium
12480,0.1,0.93,6,299,4,0,1,0,technical,low
12481,0.54,0.52,4,173,2,0,0,0,marketing,medium
12483,0.99,0.86,4,206,2,0,0,0,support,low
12484,0.48,0.65,3,199,2,0,0,0,technical,low
12485,0.63,0.98,4,228,3,0,0,0,marketing,medium
12487,0.51,0.58,3,141,3,0,0,0,hr,low
12488,0.53,0.84,4,219,2,0,0,0,hr,high
12490,0.95,0.81,4,272,3,0,0,0,sales,medium
12491,0.65,0.88,4,268,4,0,0,0,support,medium
12492,0.64,0.96,3,109,4,0,0,0,IT,medium
12493,0.9,0.66,4,242,3,0,0,0,support,high
12494,0.41,0.63,5,263,3,0,0,0,RandD,medium
12495,0.96,0.91,3,260,5,0,0,0,technical,low
12496,0.85,0.88,3,198,4,1,0,0,technical,medium
12497,0.5,0.4,3,180,4,0,0,0,sales,medium
12498,0.8,0.55,4,269,3,0,0,0,sales,high
12499,0.8,0.54,4,269,3,0,0,0,sales,medium
12500,0.99,0.73,4,224,2,0,0,0,support,low
12501,0.93,0.68,4,196,2,1,0,0,support,low
12503,0.97,0.63,5,163,3,0,0,0,technical,low
12504,0.5,0.5,5,166,2,0,0,0,support,medium
12505,0.8,0.73,3,168,2,0,0,0,IT,low
12506,0.79,0.66,3,154,4,0,0,0,support,medium
12507,0.74,0.64,4,101,6,1,0,0,IT,low
12508,0.48,0.46,2,174,3,0,0,0,RandD,low
12510,0.66,0.57,3,169,4,1,0,0,marketing,medium
12511,0.78,0.96,3,248,3,0,0,0,IT,medium
12512,0.23,0.49,5,214,5,0,0,0,IT,high
12513,0.62,0.87,6,169,2,1,0,0,sales,medium
12514,0.81,0.62,3,187,3,0,0,0,technical,low
12515,0.21,0.56,6,277,5,0,0,0,RandD,medium
12517,0.57,0.65,3,163,2,0,0,0,support,low
12518,0.74,0.74,5,160,3,1,0,0,sales,high
12519,0.89,0.93,4,245,4,0,0,0,sales,medium
12520,0.63,0.8,3,243,3,0,0,0,technical,medium
12523,0.77,0.93,4,171,2,0,0,0,hr,medium
12524,0.44,0.55,2,141,3,0,1,0,support,low
12525,0.47,0.86,4,169,6,0,0,0,IT,low
12527,0.56,0.64,3,270,3,0,0,0,support,medium
12528,0.74,0.74,5,175,3,0,0,0,sales,low
12529,0.14,0.93,4,180,4,0,0,0,marketing,high
12531,0.32,0.74,6,205,3,0,0,0,technical,low
12533,0.6,0.8,3,191,2,0,0,0,support,medium
12534,0.36,0.56,6,242,6,0,0,0,support,medium
12535,0.44,0.55,3,170,3,1,0,0,IT,low
12536,0.66,0.68,4,269,3,1,0,0,support,low
12537,0.63,0.92,2,198,2,0,0,0,hr,low
12539,0.44,0.57,2,145,3,0,1,0,support,low
12540,0.6,0.75,4,144,2,0,0,0,sales,low
12541,0.56,0.57,2,112,4,0,0,0,management,medium
12544,0.49,0.65,4,176,3,1,0,0,hr,medium
12545,0.11,0.87,6,254,4,0,1,0,hr,low
12550,0.88,1.0,5,190,2,0,0,0,sales,low
12551,0.8,0.54,5,261,2,0,0,0,sales,medium
12552,0.8,0.79,5,240,4,0,0,0,IT,medium
12553,0.92,1.0,4,261,4,0,0,0,sales,medium
12554,0.8,0.87,4,209,3,0,0,0,product_mng,low
12556,0.6,0.86,6,272,4,0,0,0,technical,low
12557,0.23,0.88,5,238,6,0,0,0,RandD,medium
12558,0.76,0.55,4,250,3,0,0,0,technical,medium
12562,0.38,0.6,4,190,2,0,0,0,technical,low
12563,0.92,0.92,3,244,2,0,0,0,sales,high
12564,0.89,0.64,4,151,5,0,0,0,sales,high
12565,0.57,0.69,4,255,3,0,0,0,hr,medium
12567,0.1,0.85,7,259,4,0,1,0,technical,low
12570,0.63,0.89,3,239,3,0,0,0,IT,medium
12571,0.69,0.57,5,227,2,0,0,0,support,low
12572,0.75,0.57,5,162,3,0,0,0,accounting,medium
12576,0.63,0.85,3,151,4,1,0,0,product_mng,medium
12577,0.61,0.62,4,140,3,1,0,0,support,medium
12578,0.67,0.8,4,190,4,0,0,0,technical,medium
12579,0.23,0.5,2,150,6,0,0,0,accounting,low
12583,0.26,0.97,3,125,2,0,0,0,support,low
12584,0.55,0.62,5,197,2,0,0,0,technical,low
12585,0.83,0.77,2,186,2,0,0,0,sales,medium
12586,0.48,0.5,6,253,4,0,0,0,technical,high
12587,0.44,0.46,2,154,3,0,1,0,technical,low
12588,0.64,0.74,4,157,4,0,0,0,accounting,low
12589,0.8,0.99,4,255,5,1,0,0,technical,low
12590,0.92,0.9,4,249,3,0,0,0,IT,low
12592,0.83,0.56,3,186,3,0,0,0,product_mng,medium
12593,0.62,0.89,3,201,3,0,0,0,technical,medium
12594,0.52,0.57,3,150,3,0,0,0,sales,low
12595,0.77,0.49,4,184,3,0,0,0,technical,low
12596,0.61,0.68,4,244,3,0,0,0,sales,low
12597,0.89,0.49,5,165,6,0,0,0,sales,low
12599,0.97,0.75,5,270,3,1,0,0,sales,medium
12600,0.87,0.42,5,252,5,0,0,0,sales,low
12601,0.5,0.84,3,156,4,0,0,0,accounting,low
12602,0.92,0.74,3,137,2,0,0,0,support,low
12603,0.99,0.67,5,153,2,0,0,0,RandD,low
12604,0.67,0.57,2,160,4,0,0,0,support,low
12605,0.52,0.58,3,203,2,0,0,0,RandD,medium
12606,0.72,0.86,5,251,5,0,1,0,sales,low
12608,0.71,0.41,5,107,4,0,0,0,technical,medium
12609,0.76,0.79,3,197,5,0,0,0,accounting,medium
12611,0.79,0.78,3,101,2,1,0,0,product_mng,medium
12612,0.5,0.5,3,237,2,0,0,0,technical,medium
12613,0.58,0.93,5,235,2,0,0,0,management,low
12614,0.82,0.62,4,160,3,0,0,0,sales,medium
12616,0.8,0.97,5,271,4,0,0,0,support,low
12617,0.69,0.93,3,228,4,0,0,0,technical,medium
12622,0.59,0.9,4,226,2,0,0,0,technical,low
12624,0.71,0.97,3,219,3,0,0,0,technical,high
12625,0.92,0.69,4,180,3,0,0,0,sales,low
